id,alias,name,image_url,is_closed,url,review_count,categories/0/alias,categories/0/title,rating,coordinates/latitude,coordinates/longitude,price,location/address1,location/address2,location/address3,location/city,location/zip_code,location/country,location/state,location/display_address/0,location/display_address/1,phone,display_phone,distance,transactions/0,transactions/1,categories/1/alias,categories/1/title,categories/2/alias,categories/2/title,location/display_address/2,,,,,,,,,,,,,,,,,,
c4KXpCou6HBOgfKp2z2_hw,terrace-ballantyne-charlotte,Terrace - Ballantyne,https://s3-media4.fl.yelpcdn.com/bphoto/__uOqCGjdzycn2HtaQzo_Q/o.jpg,FALSE,https://www.yelp.com/biz/terrace-ballantyne-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,396,southern,Southern,3.5,35.05369,-80.85146,$$,14815 Ballantyne Village Way,Ste 150,,Charlotte,28277,US,NC,14815 Ballantyne Village Way,Ste 150,17043695190,(704) 369-5190,15965.25384,pickup,delivery,newamerican,American (New),breakfast_brunch,Breakfast & Brunch,"Charlotte, NC 28277",,,,,,,,,,,,,,,,,,
jUF7BSWB2s7Xgp5PbISbsg,caribbean-hut-charlotte,Caribbean Hut,https://s3-media2.fl.yelpcdn.com/bphoto/P4Wtt5PLAw4JRw1gVr9EQw/o.jpg,FALSE,https://www.yelp.com/biz/caribbean-hut-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,120,caribbean,Caribbean,3.5,35.31711,-80.73994,$$,9609 N Tryon St,Ste K,,Charlotte,28262,US,NC,9609 N Tryon St,Ste K,,,15817.46705,,,,,,,"Charlotte, NC 28262",,,,,,,,,,,,,,,,,,
VkO8Ky0NTPr5XJzVvWLDYg,dorians-deli-and-grill-matthews,Dorian's Deli & Grill,https://s3-media4.fl.yelpcdn.com/bphoto/gRaq1rE5VBpanK5mLPXz-Q/o.jpg,FALSE,https://www.yelp.com/biz/dorians-deli-and-grill-matthews?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,20,delis,Delis,4,35.11752,-80.70259,$,1240 Matthews Mint Hill Rd,,,Matthews,28105,US,NC,1240 Matthews Mint Hill Rd,"Matthews, NC 28105",17048474901,(704) 847-4901,14562.83324,,,,,,,,,,,,,,,,,,,,,,,,,
Gmdb6fOoPr-SZt0soRjwzA,quidleys-delight-charlotte-2,Quidleys Delight,https://s3-media1.fl.yelpcdn.com/bphoto/pAr-q_Rb9o22G6-M5JRwTw/o.jpg,FALSE,https://www.yelp.com/biz/quidleys-delight-charlotte-2?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,109,caribbean,Caribbean,4.5,35.31434,-80.70251,$$,10901 University City Blvd,,,Charlotte,28262,US,NC,10901 University City Blvd,"Charlotte, NC 28262",17049101781,(704) 910-1781,17578.64297,,,soup,Soup,breakfast_brunch,Breakfast & Brunch,,,,,,,,,,,,,,,,,,,
hWIQ6rl1uub-WVGTySvOsw,cook-out-charlotte-6,Cook Out,https://s3-media4.fl.yelpcdn.com/bphoto/DGoKCq07P5xsyA9bKDtu5A/o.jpg,FALSE,https://www.yelp.com/biz/cook-out-charlotte-6?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,38,burgers,Burgers,3.5,35.1216,-80.9499,$,13317 York Center Dr,,,Charlotte,28273,US,NC,13317 York Center Dr,"Charlotte, NC 28273",,,13652.10872,,,hotdog,Hot Dogs,hotdogs,Fast Food,,,,,,,,,,,,,,,,,,,
OHAMMo1sdmvFw9SsS-AZQg,chicken-box-cafe-charlotte-3,Chicken Box Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/17gr_TqcwnlSCD3BeaDGFA/o.jpg,FALSE,https://www.yelp.com/biz/chicken-box-cafe-charlotte-3?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,65,soulfood,Soul Food,3,35.280399,-80.794036,$$,1331 W Sugar Creek Rd,,,Charlotte,28262,US,NC,1331 W Sugar Creek Rd,"Charlotte, NC 28262",17049218102,(704) 921-8102,9944.421094,pickup,delivery,southern,Southern,chicken_wings,Chicken Wings,,,,,,,,,,,,,,,,,,,
1ylgrtS3iSNaf3V68kw4bw,local-dish-fort-mill,Local Dish,https://s3-media1.fl.yelpcdn.com/bphoto/6r7QVDW2y3gicmiIszBGoA/o.jpg,FALSE,https://www.yelp.com/biz/local-dish-fort-mill?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,341,southern,Southern,4.5,35.007817,-80.94416231,$$,217 Main St,,,Fort Mill,29715,US,SC,217 Main St,"Fort Mill, SC 29715",18035472201,(803) 547-2201,23347.02198,,,tradamerican,American (Traditional),sandwiches,Sandwiches,,,,,,,,,,,,,,,,,,,
MtzjOi57BkQrqF8wqNOyHg,nanas-soul-food-kitchen-charlotte,Nana's Soul Food Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/0IhfIGHm0JV8Ib-2vV4J7Q/o.jpg,FALSE,https://www.yelp.com/biz/nanas-soul-food-kitchen-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,397,soulfood,Soul Food,4,35.1905,-80.92202,$$,2908 Oak Lake Blvd,Ste 106,,Charlotte,28208,US,NC,2908 Oak Lake Blvd,Ste 106,17043573700,(704) 357-3700,8331.823153,,,,,,,"Charlotte, NC 28208",,,,,,,,,,,,,,,,,,
PdfyzKoGrCoFFhPlnOpqfw,pho-cali-thai-charlotte-2,Pho Cali Thai,https://s3-media4.fl.yelpcdn.com/bphoto/xJq87e9o_3lCIXvuWK091w/o.jpg,FALSE,https://www.yelp.com/biz/pho-cali-thai-charlotte-2?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,98,vietnamese,Vietnamese,3.5,35.13383764,-80.9391292,$$,9107 S Tryon St,Ste J,,Charlotte,28273,US,NC,9107 S Tryon St,Ste J,17045831281,(704) 583-1281,12055.92731,,,thai,Thai,,,"Charlotte, NC 28273",,,,,,,,,,,,,,,,,,
AuIiqDeL65kczmiFSkAWrA,maggianos-little-italy-charlotte,Maggiano's Little Italy,https://s3-media2.fl.yelpcdn.com/bphoto/HwULk2Et5PeDONj4bPnc_g/o.jpg,FALSE,https://www.yelp.com/biz/maggianos-little-italy-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,362,italian,Italian,3.5,35.15215702,-80.83026911,$$,4400 Sharon Rd,,,Charlotte,28211,US,NC,4400 Sharon Rd,"Charlotte, NC 28211",17049162300,(704) 916-2300,4884.244144,pickup,delivery,bars,Bars,,,,,,,,,,,,,,,,,,,,,
KU7eFCdA47v6zeKF3a7j6A,new-south-kitchen-and-bar-charlotte,New South Kitchen & Bar,https://s3-media4.fl.yelpcdn.com/bphoto/h0FgWXzaFqz1z4ZCmRQH9w/o.jpg,FALSE,https://www.yelp.com/biz/new-south-kitchen-and-bar-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,181,southern,Southern,4,35.096896,-80.77876,$$,8140 Providence Rd,Ste 300,,Charlotte,28277,US,NC,8140 Providence Rd,Ste 300,17045419990,(704) 541-9990,11991.59513,,,,,,,"Charlotte, NC 28277",,,,,,,,,,,,,,,,,,
5gl2GLgimBz1-Q-uXji_Rw,milanos-pizza-and-pasta-charlotte,Milano's Pizza & Pasta,https://s3-media2.fl.yelpcdn.com/bphoto/0x4jB0GwvZpcJEDBFA5shQ/o.jpg,FALSE,https://www.yelp.com/biz/milanos-pizza-and-pasta-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,87,italian,Italian,3.5,35.12835,-80.94309,$$,9640 S Tryon St,,,Charlotte,28273,US,NC,9640 S Tryon St,"Charlotte, NC 28273",17045885858,(704) 588-5858,12703.98418,pickup,delivery,pizza,Pizza,,,,,,,,,,,,,,,,,,,,,
mC39IrCp36QIVFRZIw9PTQ,seoul-food-meat-company-charlotte,Seoul Food Meat Company,https://s3-media4.fl.yelpcdn.com/bphoto/T6oYpaMqTMm1eXmWjyyWqg/o.jpg,FALSE,https://www.yelp.com/biz/seoul-food-meat-company-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,940,korean,Korean,4,35.21926117,-80.85785675,$$,1400 S Church St,Ste A,,Charlotte,28203,US,NC,1400 S Church St,Ste A,19802995143,(980) 299-5143,3565.791584,,,bbq,Barbeque,chicken_wings,Chicken Wings,"Charlotte, NC 28203",,,,,,,,,,,,,,,,,,
WPkRg0eaJZFbyXm0uNb1ZA,cabos-mexican-cuisine-and-cantina-charlotte,Cabo's Mexican Cuisine and Cantina,https://s3-media4.fl.yelpcdn.com/bphoto/FMvDEHi3hWqU3IjJMbikXQ/o.jpg,FALSE,https://www.yelp.com/biz/cabos-mexican-cuisine-and-cantina-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,141,mexican,Mexican,4,35.0863331,-80.8462543,$$,6676 Carmel Rd,,,Charlotte,28226,US,NC,6676 Carmel Rd,"Charlotte, NC 28226",17047599886,(704) 759-9886,12400.46123,,,,,,,,,,,,,,,,,,,,,,,,,
biCO6zc-opMp-uJ6rkTENA,bonchon-woodlawn-charlotte-2,Bonchon - Woodlawn,https://s3-media4.fl.yelpcdn.com/bphoto/PFg2Fg7UcRfmlE3hkemjHQ/o.jpg,FALSE,https://www.yelp.com/biz/bonchon-woodlawn-charlotte-2?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,191,korean,Korean,3.5,35.17221362,-80.84896463,$$,1600 E Woodlawn Rd,,,Charlotte,28209,US,NC,1600 E Woodlawn Rd,"Charlotte, NC 28209",17049106126,(704) 910-6126,3138.25659,pickup,delivery,asianfusion,Asian Fusion,chicken_wings,Chicken Wings,,,,,,,,,,,,,,,,,,,
NwWYSYGHFyHQMmsXu0SiYA,the-burger-company-charlotte,The Burger Company,https://s3-media1.fl.yelpcdn.com/bphoto/IFPals1WzW7N2ftdq13aqg/o.jpg,FALSE,https://www.yelp.com/biz/the-burger-company-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,192,burgers,Burgers,3,35.22959,-80.86561,$$,1500C W Morehead St,,,Charlotte,28208,US,NC,1500C W Morehead St,"Charlotte, NC 28208",17043327333,(704) 332-7333,4914.25583,pickup,delivery,,,,,,,,,,,,,,,,,,,,,,,
yXiDD18UV49-7UhA6dWjAw,giacomos-pizzeria-and-italian-restaurant-charlotte,Giacomo's Pizzeria and Italian Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/yg9jfGsA3sTX3WosMFNcPg/o.jpg,FALSE,https://www.yelp.com/biz/giacomos-pizzeria-and-italian-restaurant-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,164,pizza,Pizza,4,35.32928,-80.742,$$,10230 Berkeley Place Dr,,,Charlotte,28262,US,NC,10230 Berkeley Place Dr,"Charlotte, NC 28262",17049717313,(704) 971-7313,16794.5392,,,italian,Italian,catering,Caterers,,,,,,,,,,,,,,,,,,,
QeDkfLmXVguytF3Of9zg-Q,boudreauxs-louisiana-kitchen-charlotte,Boudreaux's Louisiana Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/ucQyIY6ZYDSR5R8Xsy3nbg/o.jpg,FALSE,https://www.yelp.com/biz/boudreauxs-louisiana-kitchen-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,323,cajun,Cajun/Creole,3.5,35.24761,-80.80403,$$,501 E 36th St,,,Charlotte,28205,US,NC,501 E 36th St,"Charlotte, NC 28205",17043319898,(704) 331-9898,6212.717277,,,breakfast_brunch,Breakfast & Brunch,,,,,,,,,,,,,,,,,,,,,
RApd_uvsR3dDNekgc1Emrw,boiling-pot-charlotte,Boiling Pot,https://s3-media1.fl.yelpcdn.com/bphoto/r0BBj15PfpEnSorZBs_tSw/o.jpg,FALSE,https://www.yelp.com/biz/boiling-pot-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,91,fondue,Fondue,4,35.350323,-80.842886,$$,7010 Smith Corners Blvd,Ste F,,Charlotte,28269,US,NC,7010 Smith Corners Blvd,Ste F,17044969026,(704) 496-9026,17165.05413,,,tapas,Tapas Bars,hotpot,Hot Pot,"Charlotte, NC 28269",,,,,,,,,,,,,,,,,,
NMw6zTXoZDEzNchVIfL1pQ,don-pedro-mexican-restaurant-charlotte-2,Don Pedro Mexican Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/PdMfncU-JTKXTQIG9AM1wg/o.jpg,FALSE,https://www.yelp.com/biz/don-pedro-mexican-restaurant-charlotte-2?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,124,mexican,Mexican,3.5,35.13585763,-80.93735799,$$,8943 S Tryon St,,,Charlotte,28273,US,NC,8943 S Tryon St,"Charlotte, NC 28273",17045045037,(704) 504-5037,11795.40512,,,desserts,Desserts,tradamerican,American (Traditional),,,,,,,,,,,,,,,,,,,
Oi-u4KqrcZbIWSYKnh7mJA,fortune-cookie-ii-charlotte,Fortune Cookie II,https://s3-media3.fl.yelpcdn.com/bphoto/JmlgzUM-w1EEm-Q_lcYP8g/o.jpg,FALSE,https://www.yelp.com/biz/fortune-cookie-ii-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,85,chinese,Chinese,3.5,35.13693237,-80.9367981,$,8943 S Tryon St,Unit Q,,Charlotte,28273,US,NC,8943 S Tryon St,Unit Q,17045048188,(704) 504-8188,11746.36674,pickup,delivery,,,,,"Charlotte, NC 28273",,,,,,,,,,,,,,,,,,
WlMegJTLkMdo6FO6Vfnq0Q,sunset-soul-food-charlotte-4,Sunset Soul Food,https://s3-media4.fl.yelpcdn.com/bphoto/uhY5mhKG2acO0yMVHQUSBQ/o.jpg,FALSE,https://www.yelp.com/biz/sunset-soul-food-charlotte-4?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,155,seafood,Seafood,3.5,35.3035,-80.85771,$$,5009 Beatties Ford Rd,Ste 112,,Charlotte,28217,US,NC,5009 Beatties Ford Rd,Ste 112,17049191701,(704) 919-1701,12184.27485,pickup,delivery,soulfood,Soul Food,,,"Charlotte, NC 28217",,,,,,,,,,,,,,,,,,
dk1wKOtlFi212DDMNr1pXg,courtyard-by-marriott-charlotte-ballantyne-charlotte-2,Courtyard by Marriott Charlotte Ballantyne,https://s3-media4.fl.yelpcdn.com/bphoto/PkjdcP9xdgGNlia966_ySQ/o.jpg,FALSE,https://www.yelp.com/biz/courtyard-by-marriott-charlotte-ballantyne-charlotte-2?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,11,hotels,Hotels,4,35.05942,-80.85061,$$$,15635 Don Lochman Lane,,,Charlotte,28227,US,NC,15635 Don Lochman Lane,"Charlotte, NC 28227",17043410041,(704) 341-0041,15340.20093,,,,,,,,,,,,,,,,,,,,,,,,,
yMopev-RPxfEXgqkJOvCGA,cajun-queen-charlotte,Cajun Queen,https://s3-media4.fl.yelpcdn.com/bphoto/f3K3ZgoFzPfP1ffj39P7-A/o.jpg,FALSE,https://www.yelp.com/biz/cajun-queen-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,797,cajun,Cajun/Creole,4,35.21449,-80.82111,$$,1800 E 7th St,,,Charlotte,28204,US,NC,1800 E 7th St,"Charlotte, NC 28204",17043779017,(704) 377-9017,2224.269418,restaurant_reservation,delivery,jazzandblues,Jazz & Blues,seafood,Seafood,,,,,,,,,,,,,,,,,,,
S-V-belb3Gv7qrNVftLHwQ,kabuto-japanese-steakhouse-and-sushi-bar-charlotte-4,Kabuto Japanese Steakhouse and Sushi Bar,https://s3-media3.fl.yelpcdn.com/bphoto/IYlyksdjxI-RdTDlWi6ClQ/o.jpg,FALSE,https://www.yelp.com/biz/kabuto-japanese-steakhouse-and-sushi-bar-charlotte-4?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,35,sushi,Sushi Bars,2,35.162263,-80.886091,$$,446 Tyvola Rd,,,Charlotte,28217,US,NC,446 Tyvola Rd,"Charlotte, NC 28217",17045290659,(704) 529-0659,6317.831404,pickup,delivery,steak,Steakhouses,japanese,Japanese,,,,,,,,,,,,,,,,,,,
iyFS4twFjCKfaKl7kUl3sg,harrys-grille-and-tavern-charlotte,Harry's Grille & Tavern,https://s3-media3.fl.yelpcdn.com/bphoto/ncQhlWVSIHuDTfyidsrgtg/o.jpg,FALSE,https://www.yelp.com/biz/harrys-grille-and-tavern-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,284,bars,Bars,4,35.13807,-80.93319,$$,2127 Ayrsley Town Blvd,Ste 103,,Charlotte,28273,US,NC,2127 Ayrsley Town Blvd,Ste 103,17044999494,(704) 499-9494,11329.17935,,,steak,Steakhouses,tradamerican,American (Traditional),"Charlotte, NC 28273",,,,,,,,,,,,,,,,,,
Nk2gNrMDZa9_7gmT3W-zjQ,thai-taste-at-university-charlotte,Thai Taste at University,https://s3-media3.fl.yelpcdn.com/bphoto/qSV99dm71aqcjtG6qKREGA/o.jpg,FALSE,https://www.yelp.com/biz/thai-taste-at-university-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,108,thai,Thai,3.5,35.33703,-80.75653,$$,2025 E Arbors Dr,Ste 230,,Charlotte,28262,US,NC,2025 E Arbors Dr,Ste 230,17046889179,(704) 688-9179,17069.09788,,,,,,,"Charlotte, NC 28262",,,,,,,,,,,,,,,,,,
y1eeVRfJa22CCpUCeNfrSw,basil-thai-cuisine-charlotte,Basil Thai Cuisine,https://s3-media4.fl.yelpcdn.com/bphoto/dyRXxm-P2UXq63Ibgu0fdw/o.jpg,FALSE,https://www.yelp.com/biz/basil-thai-cuisine-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,557,thai,Thai,3.5,35.229,-80.84242,$$,210 N Church St,,,Charlotte,28202,US,NC,210 N Church St,"Charlotte, NC 28202",17043327212,(704) 332-7212,3810.515771,,,seafood,Seafood,,,,,,,,,,,,,,,,,,,,,
dk7VpR5Xh7t28U99ASZz7A,brazz-carvery-and-brazilian-steakhouse-charlotte,Brazz Carvery & Brazilian Steakhouse,https://s3-media4.fl.yelpcdn.com/bphoto/JMZqoqi4DaIUh_1c5llPiQ/o.jpg,FALSE,https://www.yelp.com/biz/brazz-carvery-and-brazilian-steakhouse-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,160,steak,Steakhouses,3.5,35.2231876,-80.8466272,$$$,500 S College St,Ste 150,,Charlotte,28202,US,NC,500 S College St,Ste 150,17043155704,(704) 315-5704,3349.878804,delivery,pickup,brazilian,Brazilian,,,"Charlotte, NC 28202",,,,,,,,,,,,,,,,,,
EbgUkmDxPUa2fr0rc8EFJQ,p-f-changs-charlotte-4,P.F. Chang's,https://s3-media2.fl.yelpcdn.com/bphoto/SvziGkAe_F8LJBQiUcPTWA/o.jpg,FALSE,https://www.yelp.com/biz/p-f-changs-charlotte-4?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,225,chinese,Chinese,3,35.1465563,-80.82679448,$$,6809-F Phillips Place Ct,,,Charlotte,28210,US,NC,6809-F Phillips Place Ct,"Charlotte, NC 28210",17045526644,(704) 552-6644,5517.445826,delivery,,asianfusion,Asian Fusion,gluten_free,Gluten-Free,,,,,,,,,,,,,,,,,,,
Ul2AUiQpsn2lz9DtBKMJcA,fairfield-inn-and-suites-by-marriott-charlotte-airport-charlotte,Fairfield Inn & Suites by Marriott Charlotte Airport,https://s3-media2.fl.yelpcdn.com/bphoto/eRg8N35L-yCs5CZJb-SbMA/o.jpg,FALSE,https://www.yelp.com/biz/fairfield-inn-and-suites-by-marriott-charlotte-airport-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,7,hotels,Hotels,3,35.181305,-80.914393,$$,2220 W Tyvola Rd,,,Charlotte,28217,US,NC,2220 W Tyvola Rd,"Charlotte, NC 28217",19802655557,(980) 265-5557,7795.629993,,,,,,,,,,,,,,,,,,,,,,,,,
UByM7N0mF-ylIGUuIWHCtA,sullivans-steakhouse-charlotte,Sullivan's Steakhouse,https://s3-media4.fl.yelpcdn.com/bphoto/-elH4FHGCr4VFcujoeSOMg/o.jpg,FALSE,https://www.yelp.com/biz/sullivans-steakhouse-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,285,steak,Steakhouses,3.5,35.21016769,-80.85993089,$$$,1928 South Blvd,Ste 200,,Charlotte,28203,US,NC,1928 South Blvd,Ste 200,17043358228,(704) 335-8228,3096.197427,delivery,pickup,seafood,Seafood,cocktailbars,Cocktail Bars,"Charlotte, NC 28203",,,,,,,,,,,,,,,,,,
bMTqFQqYoeANon4iVlatpQ,jimmies-restaurant-charlotte-2,Jimmie's Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/jH1ElOHzJEBHl3oINilNvQ/o.jpg,FALSE,https://www.yelp.com/biz/jimmies-restaurant-charlotte-2?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,62,tradamerican,American (Traditional),3,35.1714859,-80.66077423,$,7024 Brighton Park Dr,,,Charlotte,28227,US,NC,7024 Brighton Park Dr,"Charlotte, NC 28227",17045457750,(704) 545-7750,15680.43731,,,,,,,,,,,,,,,,,,,,,,,,,
eOsC02YH85POXsC8l3oy8w,gibson-charlotte,Gibson,https://s3-media2.fl.yelpcdn.com/bphoto/sr5JBwkYjXf1UzAhRxL25Q/o.jpg,FALSE,https://www.yelp.com/biz/gibson-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,21,newamerican,American (New),2.5,35.056273,-80.834936,,11318 N Community House Rd,,,Charlotte,28277,US,NC,11318 N Community House Rd,"Charlotte, NC 28277",17048175554,(704) 817-5554,15550.03669,,,,,,,,,,,,,,,,,,,,,,,,,
NMO1hExBvamoZ9RKEVNcYg,mccormick-and-schmicks-seafood-and-steaks-charlotte-3,McCormick & Schmick's Seafood & Steaks,https://s3-media4.fl.yelpcdn.com/bphoto/1EBXk-v82sjiuP75CeM41w/o.jpg,FALSE,https://www.yelp.com/biz/mccormick-and-schmicks-seafood-and-steaks-charlotte-3?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,263,seafood,Seafood,3,35.2265734,-80.8444773,$$$,200 S Tryon St,,,Charlotte,28202,US,NC,200 S Tryon St,"Charlotte, NC 28202",17043770201,(704) 377-0201,3619.378331,delivery,pickup,steak,Steakhouses,,,,,,,,,,,,,,,,,,,,,
v4HpZFOU3mvIeuHLRSIi7g,bahn-thai-charlotte,Bahn Thai,https://s3-media1.fl.yelpcdn.com/bphoto/wLSfujx2Qb9Roiym3OF9IA/o.jpg,FALSE,https://www.yelp.com/biz/bahn-thai-charlotte?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,234,thai,Thai,4,35.07081597,-80.84401701,$$,12206 Copper Way,Ste 122,,Charlotte,28277,US,NC,12206 Copper Way,Ste 122,19803352313,(980) 335-2313,13982.73158,,,sushi,Sushi Bars,salad,Salad,"Charlotte, NC 28277",,,,,,,,,,,,,,,,,,
SQEA7XcYZ6ygpuSnCSy1IQ,texas-roadhouse-matthews,Texas Roadhouse,https://s3-media4.fl.yelpcdn.com/bphoto/7WcKFLHL8_W8kFZsv6R3jg/o.jpg,FALSE,https://www.yelp.com/biz/texas-roadhouse-matthews?adjust_creative=DpBLZI234zHMqom8nR0rbg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DpBLZI234zHMqom8nR0rbg,153,steak,Steakhouses,3.5,35.1259804,-80.7062836,$$,10450 E. Independence Blvd.,,,Matthews,28105,US,NC,10450 E. Independence Blvd.,"Matthews, NC 28105",17048140285,(704) 814-0285,13733.79018,,,bbq,Barbeque,tradamerican,American (Traditional),,,,,,,,,,,,,,,,,,,
